,公司,年份,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明
253,6180,2019,108/05/29,17:39:44,蘇信泓,集團財務長,(02)26588866#1020,董事會決議除息基準日,第 14 款,108/05/29,"1.董事會、股東會決議或公司決定日期:108/05/29
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:現金股利每股配發6.2元
4.除權（息）交易日:108/06/24
5.最後過戶日:108/06/25
6.停止過戶起始日期:108/06/26
7.停止過戶截止日期:108/06/30
8.除權（息）基準日:108/06/30
9.其他應敘明事項:
(1)嗣後如因本公司股本變動以致影響流通在外股數，致股東配股配息率發生變動時，
授權董事長辦理相關事宜。
(2)現金股利訂於108/07/12發放。(配發至元為止，元以下捨去)"
254,6180,2019,108/05/29,17:40:07,蘇信泓,集團財務長,(02)26588866#1020,董事會決議庫藏股轉讓員工認股基準日,第 53 款,108/05/29,"1.事實發生日:108/05/29
2.公司名稱:遊戲橘子數位科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:訂定庫藏股轉讓員工認股基準日
6.因應措施:
(1)本公司第九次買回本公司股份轉讓予員工，買回均價28.96元，未轉讓
股份尚餘2,049,000股。
(2)本公司第十次買回本公司股份轉讓予員工，買回均價28.64元。未轉讓
股份尚餘183,000股。
(3)為激勵員工，本公司將第九次及第十次庫藏股未轉讓股份共2,232,000股
，以各次買回均價轉讓員工，並依本公司「買回股份轉讓辦法」之相關規定
辦理。
(4)訂定員工認股基準日為108年5月29日。
(5)認股繳款期間及相關事宜，依本公司「買回股份轉讓辦法」之相關規定
授權董事長另行訂定之。
7.其他應敘明事項:無"
255,6180,2019,108/06/03,10:42:05,蘇信泓,集團財務長,(02)26588866#1020,澄清媒體報導,第 53 款,108/06/02,"1.事實發生日:108/06/02
2.公司名稱:遊戲橘子數位科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:
108/06/02 聯合晚報
6.報導內容:
「展望2019年....法人預估橘子2019年營收達109.16億元，年減23.91%，
EPS達7.5元。....」
7.發生緣由:
相關報載係媒體及法人推測，本公司並未對外發佈預測性財務資訊。
8.因應措施:
請投資大眾參閱「公開資訊觀測站」公告資訊，確保投資人權益。
9.其他應敘明事項:無。"
256,6180,2019,108/06/17,10:59:44,蘇信泓,集團財務長,(02)26588866#1020,澄清媒體報導,第 53 款,108/06/17,"1.事實發生日:108/06/17
2.公司名稱:遊戲橘子數位科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:
108/06/17 經濟日報
6.報導內容:
「法人表示，在《天堂M》新職業....預估橘子第3季營收約34.37億元，年增近5%，
季增65.2%，預估營業利益5.8億元，年增逾2%，季增1,154%，單季稅後純益4.43億元，
每股純益2.52元。展望全年，法人估計，.....預料全年每股純益仍有6.5元，
大賺逾半個股本。」
7.發生緣由:
相關報載係媒體及法人推測，本公司並未對外發佈預測性財務資訊。
8.因應措施:
請投資大眾參閱「公開資訊觀測站」公告資訊，確保投資人權益。
9.其他應敘明事項:無。"
257,6180,2019,108/06/19,17:53:30,蘇信泓,集團財務長,(02)26588866#1020,本公司受邀參加富邦證券舉辦之法人說明會,第 12 款,108/06/21,"符合條款第四條第XX款：12
事實發生日：108/06/21
1.召開法人說明會之日期：108/06/21
2.召開法人說明會之時間：14 時 30 分 
3.召開法人說明會之地點：富邦金融大樓 (地址：台北市仁愛路四段169號15樓)
4.法人說明會擇要訊息：本公司受邀參加富邦證券舉辦之法人說明會，說明公司產業及營運概況。
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
258,6180,2019,108/06/24,10:30:00,蘇信泓,集團財務長,(02)26588866#1020,澄清媒體報導,第 53 款,108/06/24,"1.事實發生日:108/06/24
2.公司名稱:遊戲橘子數位科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:
108/06/24 工商時報及經濟日報
6.報導內容:
「法人預估，橘子今年全年EPS將落在6～7元之間。」
「預料全年每股純益仍有6.5元，賺逾半個股本。」
7.發生緣由:
相關報載係媒體及法人推測，本公司並未對外發佈預測性財務資訊。
8.因應措施:
請投資大眾參閱「公開資訊觀測站」公告資訊，確保投資人權益。
9.其他應敘明事項:無。"
259,6180,2019,108/08/13,15:55:26,蘇信泓,集團財務長,(02)26588866#1020,本公司受邀參加華南永昌證券舉辦之法人說明會,第 12 款,108/08/14,"符合條款第四條第XX款：12
事實發生日：108/08/14
1.召開法人說明會之日期：108/08/14
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：華南永昌證券 (地址：台北市民生東路四段54號4樓)
4.法人說明會擇要訊息：本公司受邀參加華南永昌證券舉辦之法人說明會，說明公司產業及營運概況。
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
260,6180,2019,108/08/13,18:48:10,蘇信泓,集團財務長,(02)26588866#1020,公告本公司董事會通過108年第二季合併財務報告,第 53 款,108/08/13,"1.事實發生日:108/08/13
2.公司名稱:遊戲橘子數位科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司董事會決議通過108年第二季合併財務報告，其相關資訊如下：
108年1月1日至6月30日
(1)營業收入                    ：新台幣4,897,673仟元
(2)營業毛利淨額                ：新台幣2,009,333仟元
(2)營業利益                    ：新台幣  500,722仟元
(3)淨利歸屬於母公司業主        ：新台幣  363,518仟元
(4)綜合損益總額歸屬於母公司業主：新台幣  373,868仟元
(5)基本每股盈餘                ：新台幣     2.10  元
6.因應措施:不適用
7.其他應敘明事項:有關本公司108年第二季合併財務報告詳細資訊，將於主管機關規定
期限內完成上傳作業，屆時相關之訊息，請逕向公開資訊觀測站查詢。"
261,6180,2019,108/10/28,11:00:52,蘇信泓,集團財務長,(02)26588866#1020,澄清媒體報導,第 53 款,108/10/28,"1.事實發生日:108/10/28
2.公司名稱:遊戲橘子數位科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:
108/10/28 經濟日報
6.報導內容:
「橘子（6180），今年上半年台灣《天堂M》付費率及MAU維持先前的水準，」
「....，預估今年營收95億元，年減約三成，每股純益約4.6元。」
7.發生緣由:
相關報載係媒體及法人推測，本公司並未對外發佈預測性財務資訊。
8.因應措施:
請投資大眾參閱「公開資訊觀測站」公告資訊，確保投資人權益。
9.其他應敘明事項:無。"
262,6180,2019,108/11/12,17:43:09,蘇信泓,集團財務長,(02)26588866#1020,公告本公司董事會通過108年第三季合併財務報告,第 53 款,108/11/12,"1.事實發生日:108/11/12
2.公司名稱:遊戲橘子數位科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司董事會決議通過108年第三季合併財務報告，其相關資訊如下：
108年1月1日至9月30日
(1)營業收入                    ：新台幣7,281,161仟元
(2)營業毛利淨額                ：新台幣3,077,079仟元
(2)營業利益                    ：新台幣  908,997仟元
(3)淨利歸屬於母公司業主        ：新台幣  683,021仟元
(4)綜合損益總額歸屬於母公司業主：新台幣  714,951仟元
(5)基本每股盈餘                ：新台幣     3.93  元
6.因應措施:不適用
7.其他應敘明事項:有關本公司108年第三季合併財務報告詳細資訊，將於主管機關規定
期限內完成上傳作業，屆時相關之訊息，請逕向公開資訊觀測站查詢。"
263,6180,2019,108/11/12,17:52:38,蘇信泓,集團財務長,(02)26588866#1020,本公司董事會通過捐贈事宜,第 43 款,108/11/12,"1.事實發生日:108/11/12
2.捐贈緣由:支持財團法人新北市私立遊戲橘子關懷社會福利慈善事業基金會
舉辦社會福利慈善公益活動
3.捐贈金額:新台幣16,000,000元
4.受贈對象:財團法人新北市私立遊戲橘子關懷社會福利慈善事業基金會
5.與公司關係:本公司捐助成立之基金會
6.表示反對或保留意見之獨立董事姓名及簡歷:無
7.前揭獨立董事表示反對或保留之意見:無
8.其他應敘明事項:無"
264,6180,2019,108/12/04,17:23:36,蘇信泓,集團財務長,(02)26588866#1020,本公司受邀參加日盛證券舉辦之「日盛證券太陽獅傲雪凌霜大中華冬季論壇」,第 12 款,108/12/06,"符合條款第四條第XX款：12
事實發生日：108/12/06
1.召開法人說明會之日期：108/12/06
2.召開法人說明會之時間：11 時 10 分 
3.召開法人說明會之地點：台北君悅大飯店（地址: 台北市信義區松壽路2號3樓）
4.法人說明會擇要訊息：本公司受邀參加日盛證券舉辦之「日盛證券太陽獅傲雪凌霜大中華冬季論壇」，說明公司產業及營運概況。
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
265,6180,2020,109/03/12,17:42:12,蘇信泓,集團財務長,(02)26588866#1020,公告本公司董事會通過108年度合併財務報告,第 53 款,109/03/12,"1.事實發生日:109/03/12
2.公司名稱:遊戲橘子數位科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司董事會決議通過108年度合併財務報告，其相關資訊如下：
108年1月1日至12月31日
(1)營業收入                    ：新台幣9,681,345仟元
(2)營業毛利淨額                ：新台幣4,093,158仟元
(2)營業利益                    ：新台幣1,260,034仟元
(3)淨利歸屬於母公司業主        ：新台幣  887,895仟元
(4)綜合損益總額歸屬於母公司業主：新台幣  877,316仟元
(5)基本每股盈餘                ：新台幣     5.10  元
6.因應措施:不適用
7.其他應敘明事項:有關本公司108年度合併財務報告詳細資訊，將於主管機關規定
期限內完成上傳作業，屆時相關之訊息，請逕向公開資訊觀測站查詢。"
266,6180,2020,109/03/12,19:39:44,蘇信泓,集團財務長,(02)26588866#1020,董事會決議股利分派,第 14 款,109/03/12,"1. 董事會擬議日期：109/03/12
2. 股利所屬年(季)度：108年 年度
3. 股利所屬期間：108/01/01 至 108/12/31
4. 股東配發內容：
　(1)盈餘分配之現金股利(元/股)：3.10000000
　(2)法定盈餘公積、資本公積發放之現金(元/股)：0
　(3)股東配發之現金(股利)總金額(元)：544,030,077
　(4)盈餘轉增資配股(元/股)：0
　(5)法定盈餘公積、資本公積轉增資配股(元/股)：0
　(6)股東配股總股數(股)：0
5. 其他應敘明事項：
本公司盈餘分配表分配原則：優先分配一○八年度可分配盈餘。
6. 普通股每股面額欄位：新台幣                 10.0000元"
267,6180,2020,109/03/12,20:04:31,蘇信泓,集團財務長,(02)26588866#1020,董事會決議召開109年股東常會,第 17 款,109/03/12,"1.董事會決議日期:109/03/12
2.股東會召開日期:109/06/17
3.股東會召開地點:維多麗亞酒店一樓宴會廳(台北市敬業四路168號)
4.召集事由一、報告事項:
(1)本公司一○八年度營業報告案。
(2)監察人審查一○八年度決算表冊報告案。
(3)一○八年度董事、監察人酬勞及員工酬勞分配情形報告案。
(4)本公司庫藏股執行情形報告案。
5.召集事由二、承認事項:
(1)本公司一○八年度決算表冊案。
(2)本公司一○八年度盈餘分配案。
6.召集事由三、討論事項:
(1)修訂本公司「章程」案。
(2)修訂本公司「股東會議事規則」案。
(3)修訂本公司「董事選舉辦法」案。
(4)修訂本公司「取得或處分資產處理程序」案。
(5)修訂本公司「資金貸與及背書保證作業程序」案。
7.召集事由四、選舉事項:
本公司第十屆董事七席(含獨立董事三席)選任案。
8.召集事由五、其他議案:
解除新任董事競業禁止案。
9.召集事由六、臨時動議:無
10.停止過戶起始日期:109/04/19
11.停止過戶截止日期:109/06/17
12.是否已於股利分派情形公告盈餘分派或虧損撥補議案內容(是/否):是
13.尚未於股利分派情形公告盈餘分派或虧損撥補議案內容者，請敘明原因:已公告
14.其他應敘明事項:本公司受理股東提案期間：109/04/06-109/04/15"
268,6180,2020,109/03/12,20:08:55,蘇信泓,集團財務長,(02)26588866#1020,董事會決議買回庫藏股,第 35 款,109/03/12,"1.董事會決議日期:109/03/12
2.買回股份目的:轉讓股份予員工
3.買回股份種類:普通股
4.買回股份總金額上限(元):2,210,363,035
5.預定買回之期間:109/03/13~109/05/12
6.預定買回之數量(股):3,000,000
7.買回區間價格(元):40.00~58.00，公司股價低於區間價格下限，將繼續買回
8.買回方式:自集中交易市場買回
9.預定買回股份占公司已發行股份總數之比率(%):1.71
10.申報時已持有本公司股份之累積股數(股):0
11.申報前三年內買回公司股份之情形:
無買回
12.已申報買回但未執行完畢之情形:
預定買回期間股價已穩定，為維護股東權益兼顧市場機制，並考量資金運用效益及員工認股
意願，故未執行完畢。
13.董事會決議買回股份之會議紀錄:
案由三十六：本公司擬買回庫藏股案，謹提請  討論。
說  明：一、為激勵員工及提昇員工向心力，依據證券交易法第二十八條之二第一項第一款
            及金融監督管理委員會發布之「上市上櫃公司買回本公司股份辦法」等相關規
            定，買回本公司股份，以供辦理轉讓予員工之用途。
        二、本次買回庫藏股之相關事項如下：
           (1)買回目的：轉讓股份予員工。
           (2)買回股份總金額上限(不超過保留盈餘及股份溢價發行之資本公積之合計扣
              除已決議分配盈餘及特別盈餘公積)：新台幣2,210,363,035元。
           (3)預定買回之日期：民國一○九年三月十三日至民國一○九年五月十二日。
           (4)預定買回數量：3,000,000股。
           (5)買回區間價格：每股新台幣40元至58元之間，惟當公司股價低於所定買
                            回區間價格下限時，公司將繼續執行買回股份。
           (6)買回方式：自證券商營業處所買回。
           (7)本次買回之股份，其轉讓辦法及其各次轉讓作業之員工認股繳款期間及相
              關事宜，訂定「第十二次買回股份轉讓員工辦法」，請詳【附件三十八】。
           (8)證券商對買回股份價格之合理性評估意見：請詳【附件三十九】。
       三、上述買回股份總數，僅占本公司已發行股份之1.71%，且買回股份所需金額上
           限僅占本公司流動資產之3.81%，本公司董事會已考慮公司財務狀況，上述
           股份之買回並不影響本公司資本之維持。
       四、本次申報買回庫藏股係以轉讓股份予員工為目的，本公司依「上市上櫃公司
           買回本公司股份辦法」等相關規定，同意出具如【附件四十】之聲明書。
       五、於相關法令許可範圍內，全權授權董事長及其指定之人辦理公告、申報及相
           關執行庫藏股買回等事宜。
決  議：本案經主席徵詢全體出席董事無異議通過。
14.「上市上櫃公司買回本公司股份辦法」第十條規定之轉讓辦法:
第一條：本公司為激勵員工及提昇員工向心力，依據證券交易法第二十八條之二第一項第一
款及金融監督管理委員會發布之「上市上櫃公司買回本公司股份辦法」等相關規定，訂定本
辦法。本公司買回股份轉讓予員工，除依有關法令規定外，悉依本辦法規定辦理。
第二條：依本辦法轉讓予員工之股份為普通股，其權利義務除有關法令及本辦法另有規定者
外，與其他流通在外普通股股票相同。
第三條：本次買回之股份，得依本辦法之規定，自買回股份日起五年內，一次或分次轉讓予
員工。
第四條：凡於認股基準日前到職滿一年之正式全職員工或對公司有特殊貢獻經提報董事會同
意之本公司及直接或間接持有同一被投資公司表決權股份超過百分之五十之國內外子公司正
式全職式全職員工，得依本辦法第五條所訂認購數額，享有認購資格。
第五條：本公司得依員工職等、服務年資、績效表現及特殊貢獻等因素加權計算，訂定員工
得認購之股數，並呈報董事會核決之。
第六條：本次買回股份轉讓予員工之作業程序：
(一)依董事會之決議，公告、申報並於執行期限內買回本公司股份。
(二)董事會依本辦法訂定員工認股基準日、得認購股數標準、認購繳款期間及權利內容等作
業事宜。
(三)統計實際認購繳款股數，辦理股票轉讓過戶登記。
第七條：本次買回股份轉讓予員工，以實際買回之平均價格為轉讓價格。惟在轉讓前，如遇
有公司已發行之普通股股份增加或減少，得按發行股份增減比率範圍內調整之。 
轉讓價格調整公式：
調整後轉讓價格=每股實際平均買回價格×(公司買回股份執行完畢時
之普通股股份總數÷公司轉讓買回股份予員工前之普通股股份總數)
第八條：本次買回股份轉讓予員工並辦理過戶登記後，除另有規定者外，餘權利義務與原有
股份相同。
第九條：本次買回股份轉讓予員工時，若公司與員工間有依法訂定之其他權利務約定事項，
亦應一併遵循。
第十條：本辦法如有未盡事宜之處，悉依相關法令，授權董事長另行訂定。 
第十一條：本辦法經董事會決議通過後生效，並提報股東會報告，修訂時亦同。
第十二條：本辦法訂立於民國一○九年三月十二日
15.「上市上櫃公司買回本公司股份辦法」第十一條規定之轉換或認股辦法:
不適用
16.董事會已考慮公司財務狀況，不影響公司資本維持之聲明:
一、本公司經一○九年三月十二日第九屆第十九次董事會三分之二以上董事之出席及出席董
事超過二分之一之同意通過，自申報日起二個月內於集中交易市場﹙證券商營業處所﹚買回
本公司股份3,000,000股。
二、上述買回股份總數，僅占本公司已發行股份之1.71%，且買回股份所需金額上限僅占本
公司流動資產之百分之3.81%，茲聲明本公司董事會已考慮公司財務狀況，上述股份之買回
並不影響本公司資本之維持。
三、本聲明書業經本公司上述同次董事會議通過，出席董事7人同意本聲明書之內容，併此
聲明。
17.會計師或證券承銷商對買回股份價格之合理性評估意見:
承銷商兆豐證券認為遊戲橘子數位科技股份有限公司預計買回股份之區間價格尚屬合理，而
買回股份數量及買回價格除對公司造成現金流出外，餘對該公司之財務結構、償債能力、獲
利能力及現金流量等尚無產生重大影響。
18.其他證期局所規定之事項:
無"
269,6180,2020,109/03/12,20:11:52,蘇信泓,集團財務長,(02)26588866#1020,本公司董事會通過捐贈事宜,第 43 款,109/03/12,"1.事實發生日:109/03/12
2.捐贈緣由:支持財團法人新北市私立遊戲橘子關懷社會福利慈善事業基金會
舉辦社會福利慈善公益活動
3.捐贈金額:新台幣25,000,000元
4.受贈對象:財團法人新北市私立遊戲橘子關懷社會福利慈善事業基金會
5.與公司關係:本公司捐助成立之基金會
6.表示反對或保留意見之獨立董事姓名及簡歷:無
7.前揭獨立董事表示反對或保留之意見:無
8.其他應敘明事項:無"
270,6180,2020,109/03/17,19:46:17,蘇信泓,集團財務長,(02)26588866#1020,本公司受邀參加統一證券舉辦之線上法人說明會,第 12 款,109/03/18,"符合條款第四條第XX款：12
事實發生日：109/03/18
1.召開法人說明會之日期：109/03/18
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：電話會議
4.法人說明會擇要訊息：本公司受邀參加統一證券舉辦之線上法人說明會，說明公司產業及營運概況
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
271,6180,2020,109/03/27,17:37:28,蘇信泓,集團財務長,(02)26588866#1020,補充說明本公司109年股東常會,第 53 款,109/03/27,"1.事實發生日:109/03/27
2.公司名稱:遊戲橘子數位科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:更正受理股東提案期間
6.更正資訊項目/報表名稱:受理股東提案期間
7.更正前金額/內容/頁次:109/04/06-109/04/15
8.更正後金額/內容/頁次:109/04/06-109/04/16
9.因應措施:無
10.其他應敘明事項:
1.董事會決議日期:109/03/12
2.股東會召開日期:109/06/17
3.股東會召開地點:維多麗亞酒店一樓宴會廳(台北市敬業四路168號)
4.召集事由一、報告事項:
(1)本公司一○八年度營業報告案。
(2)監察人審查一○八年度決算表冊報告案。
(3)一○八年度董事、監察人酬勞及員工酬勞分配情形報告案。
(4)本公司庫藏股執行情形報告案。
5.召集事由二、承認事項:
(1)本公司一○八年度決算表冊案。
(2)本公司一○八年度盈餘分配案。
6.召集事由三、討論事項:
(1)修訂本公司「章程」案。
(2)修訂本公司「股東會議事規則」案。
(3)修訂本公司「董事選舉辦法」案。
(4)修訂本公司「取得或處分資產處理程序」案。
(5)修訂本公司「資金貸與及背書保證作業程序」案。
7.召集事由四、選舉事項:
本公司第十屆董事七席(含獨立董事三席)選任案。
8.召集事由五、其他議案:
解除新任董事競業禁止案。
9.召集事由六、臨時動議:無
10.停止過戶起始日期:109/04/19
11.停止過戶截止日期:109/06/17
12.是否已於股利分派情形公告盈餘分派或虧損撥補議案內容(是/否):是
13.尚未於股利分派情形公告盈餘分派或虧損撥補議案內容者，請敘明原因:已公告
14.其他應敘明事項:本公司受理股東提案期間：109/04/06-109/04/16"
272,6180,2020,109/04/22,18:41:47,蘇信泓,集團財務長,(02)26588866#1020,本公司取得無形資產,第 20 款,109/04/22,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
天堂M遊戲代理權續約
2.事實發生日:109/4/22~109/4/22
3.交易數量、每單位價格及交易總金額:
交易總金額美金2,800萬元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
NCSOFT Corporation
與公司關係：非關係人
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依合約條件付款
10.本次交易之決定方式、價格決定之參考依據及決策單位:
雙方議定並由董事會通過決定
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
不適用
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
不適用
14.經紀人及經紀費用:
不適用
15.取得或處分之具體目的或用途:
遊戲營運
16.本次交易表示異議董事之意見:
無
17.本次交易為關係人交易:否
18.董事會通過日期:
不適用
19.監察人承認或審計委員會同意日期:
不適用
20.本次交易會計師出具非合理性意見:否
21.會計師事務所名稱:
群悅會計師事務所
22.會計師姓名:
簡合瑩會計師
23.會計師開業證書字號:
金管會證字第6691號
24.是否涉及營運模式變更:否
25.營運模式變更說明:
不適用
26.過去一年及預計未來一年內與交易相對人交易情形:
依合約支付權利金
27.資金來源:
自有資金及銀行借款
28.其他敘明事項:
對本公司財務及業務無重大影響"
273,6180,2020,109/05/05,16:00:37,蘇信泓,集團財務長,(02)26588866#1020,公告本公司董事會通過109年第一季合併財務報告,第 53 款,109/05/05,"1.事實發生日:109/05/05
2.公司名稱:遊戲橘子數位科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司董事會決議通過109年第一季合併財務報告，其相關資訊如下：
109年1月1日至3月31日
(1)營業收入                    ：新台幣3,155,080仟元
(2)營業毛利淨額                ：新台幣1,227,653仟元
(2)營業利益                    ：新台幣  507,871仟元
(3)淨利歸屬於母公司業主        ：新台幣  375,521仟元
(4)綜合損益總額歸屬於母公司業主：新台幣  291,733仟元
(5)基本每股盈餘                ：新台幣     2.14  元
6.因應措施:不適用
7.其他應敘明事項:有關本公司109年第一季合併財務報告詳細資訊，將於主管機關規定
期限內完成上傳作業，屆時相關之訊息，請逕向公開資訊觀測站查詢。"
274,6180,2020,109/05/12,15:20:48,蘇信泓,集團財務長,(02)26588866#1020,公告本公司庫藏股買回期間屆滿及執行情形,第 35 款,109/05/12,"1.原預定買回股份總金額上限(元):2,210,363,035
2.原預定買回之期間:109/03/13~109/05/12
3.原預定買回之數量(股):3,000,000
4.原預定買回區間價格(元):40.00~58.00
5.本次實際買回期間:109/03/13~109/03/23
6.本次已買回股份數量(股):2,241,000
7.本次已買回股份總金額(元):91,449,447
8.本次平均每股買回價格(元):40.81
9.累積已持有自己公司股份數量(股):2,241,000
10.累積已持有自己公司股份數量占公司已發行股份總數之比率(%):1.28
11.本次未執行完畢之原因:
預定買回期間股價已穩定，為維護股東權益兼顧市場機制，並考量資金運用效益，故未執行完畢。
12.其他應敘明事項:
無"
275,6180,2020,109/06/17,16:13:24,蘇信泓,集團財務長,(02)26588866#1020,本公司受邀參加元富證券舉辦之線上法人說明會,第 12 款,109/06/18,"符合條款第四條第XX款：12
事實發生日：109/06/18
1.召開法人說明會之日期：109/06/18
2.召開法人說明會之時間：15 時 15 分 
3.召開法人說明會之地點：線上法說會
4.法人說明會擇要訊息：本公司受邀參加元富證券舉辦之線上法人說明會，說明公司產業及營運概況
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
276,6180,2020,109/06/17,16:28:18,蘇信泓,集團財務長,(02)26588866#1020,本公司一Ｏ九年股東常會重要決議事項,第 18 款,109/06/17,"1.股東常會日期:109/06/17
2.重要決議事項一、盈餘分配或盈虧撥補:承認一Ｏ八年度盈餘分配案。
3.重要決議事項二、章程修訂:通過修訂本公司「章程」案。
4.重要決議事項三、營業報告書及財務報表:承認一Ｏ八年度營業報告書及財務報表案。
5.重要決議事項四、董監事選舉:完成第十屆董事七席(含獨立董事三席)選任案。
董事當選名單如下:

董事:劉柏園
董事:網銀國際(股)公司    代表人：蕭政豪
董事:林憲銘
董事:云沛投資有限公司    代表人：陳世英
獨立董事:林瑞益
獨立董事:盛保熙
獨立董事:陳冠百

6.重要決議事項五、其他事項:
(1)通過修訂本公司「股東會議事規則」案。
(2)通過修訂本公司「董事選舉辦法」案。
(3)通過修訂本公司「取得或處分資產處理程序」案。
(4)通過修訂本公司「資金貸與及背書保證作業程序」案。
(5)通過解除新任董事競業禁止案。
7.其他應敘明事項:無"
277,6180,2020,109/06/17,16:29:04,蘇信泓,集團財務長,(02)26588866#1020,本公司一Ｏ九年股東常會全面改選董事暨獨立董事當選名單,第 6 款,109/06/17,"1.發生變動日期:109/06/17
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、
自然人董事或自然人監察人）:法人董事、獨立董事、自然人董事
3.舊任者職稱、姓名及簡歷:

董事                                           簡歷
-------------------------------------------------------------------
劉柏園                            遊戲橘子數位科技(股)公司董事長
網銀國際(股)公司  代表人：蕭政豪  網銀國際(股)公司董事長
佳樂有限公司      代表人：廖文鐸  驊宏資通(股)公司董事長
緯創資通(股)公司  代表人：林憲銘  緯創資通(股)公司董事長
謝錦昌                            聖文生國際(股)公司董事長

獨立董事                                       簡歷
-------------------------------------------------------------------
林瑞益                            星瑞林(股)公司董事長
盛保熙                            保瑞藥業(股)公司董事長

監察人                                         簡歷
-------------------------------------------------------------------
眾盈投資(股)公司  代表人：程世嘉  愛卡拉互動媒體(股)公司董事長
云沛投資有限公司  代表人：曲家林  百萬網數位國際(股)公司董事長

4.新任者職稱、姓名及簡歷:

董事                                           簡歷
-------------------------------------------------------------------
劉柏園                            遊戲橘子數位科技(股)公司董事長
網銀國際(股)公司  代表人：蕭政豪  網銀國際(股)公司董事長
林憲銘                            緯創資通(股)公司董事長
云沛投資有限公司  代表人：陳世英  同理法律事務所主持律師

獨立董事                                       簡歷
-------------------------------------------------------------------
林瑞益                            星瑞林(股)公司董事長
盛保熙                            保瑞藥業(股)公司董事長
陳冠百                            百川國際投資(股)公司董事長

5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」或「新任」）:任期屆滿
6.異動原因:任期屆滿全面改選
7.新任者選任時持股數:

董事                                        選任時持股數
--------------------------------------------------------
劉柏園                                      19,372,202股
網銀國際(股)公司  代表人：蕭政豪            15,101,000股
林憲銘                                               0股
云沛投資有限公司  代表人：陳世英                 1,005股

獨立董事                                    選任時持股數
--------------------------------------------------------
林瑞益                                               0股
盛保熙                                               0股
陳冠百                                               0股

8.原任期（例xx/xx/xx ~ xx/xx/xx）:106/06/08~109/06/07
9.新任生效日期:109/06/17~112/06/16
10.同任期董事變動比率:不適用，任期屆滿全面改選
11.同任期獨立董事變動比率:不適用，任期屆滿全面改選
12.同任期監察人變動比率:不適用
13.屬三分之一以上董事發生變動（請輸入是或否）:否
14.其他應敘明事項:無"
